idalerta_evidencia,idalerta,idleitura_sensor,idprevisao,tipo_variavel,valor_usado,unidade,limiar_aplicado,contribuicao_para_alerta
3614,1205,,,precipitacao_acumulada_6h,30.7,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3615,1205,,1793,precipitacao_prevista_1h,15.6,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3616,1206,16150,,nivel_agua_percentagem,38,%,70/85/90%,Leitura máxima de nível de água na área.
3617,1206,,,precipitacao_acumulada_6h,5.52,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3618,1206,,1795,precipitacao_prevista_1h,10.95,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3619,1207,16156,,nivel_agua_percentagem,59.96,%,70/85/90%,Leitura máxima de nível de água na área.
3620,1207,,,precipitacao_acumulada_6h,35.84,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3621,1207,,1796,precipitacao_prevista_1h,2.17,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3622,1208,16165,,nivel_agua_percentagem,64.5,%,70/85/90%,Leitura máxima de nível de água na área.
3623,1208,,,precipitacao_acumulada_6h,32.48,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3624,1208,,1797,precipitacao_prevista_1h,11.53,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3625,1209,16180,,nivel_agua_percentagem,44.71,%,70/85/90%,Leitura máxima de nível de água na área.
3626,1209,,,precipitacao_acumulada_6h,9.32,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3627,1209,,1798,precipitacao_prevista_1h,12.93,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3628,1210,16198,,nivel_agua_percentagem,82.76,%,70/85/90%,Leitura máxima de nível de água na área.
3629,1210,,,precipitacao_acumulada_6h,66.29,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3630,1210,,1800,precipitacao_prevista_1h,41.94,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3631,1211,16201,,nivel_agua_percentagem,67.26,%,70/85/90%,Leitura máxima de nível de água na área.
3632,1211,,,precipitacao_acumulada_6h,32.76,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3633,1211,,1801,precipitacao_prevista_1h,10.29,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3634,1212,16222,,nivel_agua_percentagem,33.75,%,70/85/90%,Leitura máxima de nível de água na área.
3635,1212,,,precipitacao_acumulada_6h,2.85,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3636,1212,,1803,precipitacao_prevista_1h,19.3,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3637,1213,16231,,nivel_agua_percentagem,61.93,%,70/85/90%,Leitura máxima de nível de água na área.
3638,1213,,,precipitacao_acumulada_6h,33.69,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3639,1213,,1804,precipitacao_prevista_1h,2.99,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3640,1214,16237,,nivel_agua_percentagem,69.81,%,70/85/90%,Leitura máxima de nível de água na área.
3641,1214,,,precipitacao_acumulada_6h,35.1,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3642,1214,,1805,precipitacao_prevista_1h,5.05,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3643,1215,16255,,nivel_agua_percentagem,33.55,%,70/85/90%,Leitura máxima de nível de água na área.
3644,1215,,,precipitacao_acumulada_6h,5.68,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3645,1215,,1807,precipitacao_prevista_1h,13.43,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3646,1216,16270,,nivel_agua_percentagem,56.57,%,70/85/90%,Leitura máxima de nível de água na área.
3647,1216,,,precipitacao_acumulada_6h,32.35,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3648,1216,,1808,precipitacao_prevista_1h,16.1,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3649,1217,16276,,nivel_agua_percentagem,64.01,%,70/85/90%,Leitura máxima de nível de água na área.
3650,1217,,,precipitacao_acumulada_6h,32.68,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3651,1217,,1809,precipitacao_prevista_1h,5.31,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3652,1218,16294,,nivel_agua_percentagem,34.19,%,70/85/90%,Leitura máxima de nível de água na área.
3653,1218,,,precipitacao_acumulada_6h,5.68,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3654,1218,,1811,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3655,1219,16300,,nivel_agua_percentagem,55.8,%,70/85/90%,Leitura máxima de nível de água na área.
3656,1219,,,precipitacao_acumulada_6h,32.35,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3657,1219,,1812,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3658,1220,16309,,nivel_agua_percentagem,44.3,%,70/85/90%,Leitura máxima de nível de água na área.
3659,1220,,,precipitacao_acumulada_6h,7.78,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3660,1220,,1813,precipitacao_prevista_1h,14.5,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3661,1221,16342,,nivel_agua_percentagem,56.17,%,70/85/90%,Leitura máxima de nível de água na área.
3662,1221,,,precipitacao_acumulada_6h,31.94,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3663,1221,,1816,precipitacao_prevista_1h,14.55,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3664,1222,16375,,nivel_agua_percentagem,62.88,%,70/85/90%,Leitura máxima de nível de água na área.
3665,1222,,,precipitacao_acumulada_6h,35.03,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3666,1222,,1820,precipitacao_prevista_1h,5.14,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3667,1223,16387,,nivel_agua_percentagem,36.99,%,70/85/90%,Leitura máxima de nível de água na área.
3668,1223,,,precipitacao_acumulada_6h,7.71,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3669,1223,,1821,precipitacao_prevista_1h,12.25,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3670,1224,16396,,nivel_agua_percentagem,36.4,%,70/85/90%,Leitura máxima de nível de água na área.
3671,1224,,,precipitacao_acumulada_6h,4.18,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3672,1224,,1822,precipitacao_prevista_1h,17.64,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3673,1225,16402,,nivel_agua_percentagem,41.31,%,70/85/90%,Leitura máxima de nível de água na área.
3674,1225,,,precipitacao_acumulada_6h,5.08,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3675,1225,,1823,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3676,1226,16414,,nivel_agua_percentagem,53.92,%,70/85/90%,Leitura máxima de nível de água na área.
3677,1226,,,precipitacao_acumulada_6h,31.33,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3678,1226,,1824,precipitacao_prevista_1h,42.18,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3679,1227,16429,,nivel_agua_percentagem,40.69,%,70/85/90%,Leitura máxima de nível de água na área.
3680,1227,,,precipitacao_acumulada_6h,2.71,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3681,1227,,1826,precipitacao_prevista_1h,11.74,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3682,1228,16450,,nivel_agua_percentagem,57.74,%,70/85/90%,Leitura máxima de nível de água na área.
3683,1228,,,precipitacao_acumulada_6h,30.7,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3684,1228,,1828,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3685,1229,16468,,nivel_agua_percentagem,66,%,70/85/90%,Leitura máxima de nível de água na área.
3686,1229,,,precipitacao_acumulada_6h,42.38,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3687,1229,,1830,precipitacao_prevista_1h,50.18,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3688,1230,16471,,nivel_agua_percentagem,31.25,%,70/85/90%,Leitura máxima de nível de água na área.
3689,1230,,,precipitacao_acumulada_6h,1.79,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3690,1230,,1831,precipitacao_prevista_1h,20.73,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3691,1231,16486,,nivel_agua_percentagem,56.05,%,70/85/90%,Leitura máxima de nível de água na área.
3692,1231,,,precipitacao_acumulada_6h,32.52,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3693,1231,,1832,precipitacao_prevista_1h,6.37,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3694,1232,16498,,nivel_agua_percentagem,70.83,%,70/85/90%,Leitura máxima de nível de água na área.
3695,1232,,,precipitacao_acumulada_6h,41.62,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3696,1232,,1834,precipitacao_prevista_1h,8.37,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3697,1233,16513,,nivel_agua_percentagem,34.78,%,70/85/90%,Leitura máxima de nível de água na área.
3698,1233,,,precipitacao_acumulada_6h,4.23,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3699,1233,,1835,precipitacao_prevista_1h,8.77,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3700,1234,16522,,nivel_agua_percentagem,59.51,%,70/85/90%,Leitura máxima de nível de água na área.
3701,1234,,,precipitacao_acumulada_6h,32.52,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3702,1234,,1836,precipitacao_prevista_1h,4.71,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3703,1235,16528,,nivel_agua_percentagem,40.16,%,70/85/90%,Leitura máxima de nível de água na área.
3704,1235,,,precipitacao_acumulada_6h,6.35,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3705,1235,,1837,precipitacao_prevista_1h,17.04,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3706,1236,16540,,nivel_agua_percentagem,69.63,%,70/85/90%,Leitura máxima de nível de água na área.
3707,1236,,,precipitacao_acumulada_6h,41.62,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3708,1236,,1838,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3709,1237,16543,,nivel_agua_percentagem,34.4,%,70/85/90%,Leitura máxima de nível de água na área.
3710,1237,,,precipitacao_acumulada_6h,3.84,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3711,1237,,1839,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3712,1238,16558,,nivel_agua_percentagem,55.7,%,70/85/90%,Leitura máxima de nível de água na área.
3713,1238,,,precipitacao_acumulada_6h,32.61,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3714,1238,,1840,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3715,1239,16576,,nivel_agua_percentagem,66.52,%,70/85/90%,Leitura máxima de nível de água na área.
3716,1239,,,precipitacao_acumulada_6h,42.59,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3717,1239,,1842,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3718,1240,16582,,nivel_agua_percentagem,34.44,%,70/85/90%,Leitura máxima de nível de água na área.
3719,1240,,,precipitacao_acumulada_6h,5.17,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3720,1240,,1843,precipitacao_prevista_1h,17.72,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3721,1241,16606,,nivel_agua_percentagem,70.8,%,70/85/90%,Leitura máxima de nível de água na área.
3722,1241,,,precipitacao_acumulada_6h,41.26,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3723,1241,,1846,precipitacao_prevista_1h,1.71,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3724,1242,16615,,nivel_agua_percentagem,32.62,%,70/85/90%,Leitura máxima de nível de água na área.
3725,1242,,,precipitacao_acumulada_6h,5.17,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3726,1242,,1847,precipitacao_prevista_1h,18.54,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3727,1243,16627,,nivel_agua_percentagem,28.78,%,70/85/90%,Leitura máxima de nível de água na área.
3728,1243,,,precipitacao_acumulada_6h,2.62,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3729,1243,,1848,precipitacao_prevista_1h,17.6,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3730,1244,16633,,nivel_agua_percentagem,38.74,%,70/85/90%,Leitura máxima de nível de água na área.
3731,1244,,,precipitacao_acumulada_6h,2.32,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3732,1244,,1849,precipitacao_prevista_1h,25.33,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3733,1245,16642,,nivel_agua_percentagem,72.11,%,70/85/90%,Leitura máxima de nível de água na área.
3734,1245,,,precipitacao_acumulada_6h,41.26,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3735,1245,,1850,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3736,1246,16675,,nivel_agua_percentagem,41.09,%,70/85/90%,Leitura máxima de nível de água na área.
3737,1246,,,precipitacao_acumulada_6h,2.06,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3738,1246,,1853,precipitacao_prevista_1h,11.78,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3739,1247,16738,,nivel_agua_percentagem,29.3,%,70/85/90%,Leitura máxima de nível de água na área.
3740,1247,,,precipitacao_acumulada_6h,9.14,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3741,1247,,1860,precipitacao_prevista_1h,18.64,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3742,1248,16750,,nivel_agua_percentagem,39.16,%,70/85/90%,Leitura máxima de nível de água na área.
3743,1248,,,precipitacao_acumulada_6h,7.55,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3744,1248,,1862,precipitacao_prevista_1h,11.9,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3745,1249,16762,,nivel_agua_percentagem,36.31,%,70/85/90%,Leitura máxima de nível de água na área.
3746,1249,,,precipitacao_acumulada_6h,6.59,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3747,1249,,1863,precipitacao_prevista_1h,13.7,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3748,1250,16795,,nivel_agua_percentagem,38.13,%,70/85/90%,Leitura máxima de nível de água na área.
3749,1250,,,precipitacao_acumulada_6h,6.85,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3750,1250,,1867,precipitacao_prevista_1h,20.35,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3751,1251,16819,,nivel_agua_percentagem,43.98,%,70/85/90%,Leitura máxima de nível de água na área.
3752,1251,,,precipitacao_acumulada_6h,1.42,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3753,1251,,1869,precipitacao_prevista_1h,9.36,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3754,1252,16828,,nivel_agua_percentagem,37.69,%,70/85/90%,Leitura máxima de nível de água na área.
3755,1252,,,precipitacao_acumulada_6h,6.44,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3756,1252,,1870,precipitacao_prevista_1h,10.41,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3757,1253,16840,,nivel_agua_percentagem,33.95,%,70/85/90%,Leitura máxima de nível de água na área.
3758,1253,,,precipitacao_acumulada_6h,10.73,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3759,1253,,1872,precipitacao_prevista_1h,12.96,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3760,1254,16858,,nivel_agua_percentagem,43.82,%,70/85/90%,Leitura máxima de nível de água na área.
3761,1254,,,precipitacao_acumulada_6h,8.47,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3762,1254,,1874,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3763,1255,16876,,nivel_agua_percentagem,33.04,%,70/85/90%,Leitura máxima de nível de água na área.
3764,1255,,,precipitacao_acumulada_6h,8.88,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3765,1255,,1876,precipitacao_prevista_1h,19.67,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3766,1256,16885,,nivel_agua_percentagem,43.9,%,70/85/90%,Leitura máxima de nível de água na área.
3767,1256,,,precipitacao_acumulada_6h,2.78,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3768,1256,,1877,precipitacao_prevista_1h,15.74,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
3769,1257,16924,,nivel_agua_percentagem,44.81,%,70/85/90%,Leitura máxima de nível de água na área.
3770,1257,,,precipitacao_acumulada_6h,4.98,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
3771,1257,,1881,precipitacao_prevista_1h,17.36,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
