idalerta,idnivel_alerta,idarea_risco,idinfraestrutura_urbana,data_alerta,descricao,score_risco,estado
1202,3,1,2,2026-05-26 15:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 69.55%. Precipitação acumulada 6h: 30.64 mm. Precipitação prevista 1h: 37.77 mm.,49.93,ativo
1203,2,2,4,2026-05-26 15:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 42.88%. Precipitação acumulada 6h: 8.12 mm. Precipitação prevista 1h: 18.46 mm.,26.35,registado
1204,2,4,11,2026-05-26 15:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 58.62%. Precipitação acumulada 6h: 35.84 mm. Precipitação prevista 1h: 0.00 mm.,37.13,registado
1205,3,1,2,2026-05-26 16:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 63.47%. Precipitação acumulada 6h: 30.70 mm. Precipitação prevista 1h: 15.60 mm.,41.67,ativo
1206,2,3,8,2026-05-26 16:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 38.00%. Precipitação acumulada 6h: 5.52 mm. Precipitação prevista 1h: 10.95 mm.,21.49,registado
1207,2,4,10,2026-05-26 16:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 59.96%. Precipitação acumulada 6h: 35.84 mm. Precipitação prevista 1h: 2.17 mm.,38.28,registado
1208,3,1,1,2026-05-26 17:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 64.50%. Precipitação acumulada 6h: 32.48 mm. Precipitação prevista 1h: 11.53 mm.,41.65,ativo
1209,2,2,6,2026-05-26 17:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 44.71%. Precipitação acumulada 6h: 9.32 mm. Precipitação prevista 1h: 12.93 mm.,26.15,registado
1210,4,4,12,2026-05-26 17:00:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 82.76%. Precipitação acumulada 6h: 66.29 mm. Precipitação prevista 1h: 41.94 mm.,67.61,ativo
1211,3,1,1,2026-05-26 18:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 67.26%. Precipitação acumulada 6h: 32.76 mm. Precipitação prevista 1h: 10.29 mm.,42.67,ativo
1212,2,3,8,2026-05-26 18:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 33.75%. Precipitação acumulada 6h: 2.85 mm. Precipitação prevista 1h: 19.30 mm.,20.87,registado
1213,2,4,11,2026-05-26 18:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 61.93%. Precipitação acumulada 6h: 33.69 mm. Precipitação prevista 1h: 2.99 mm.,38.72,registado
1214,2,1,1,2026-05-26 19:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 69.81%. Precipitação acumulada 6h: 35.10 mm. Precipitação prevista 1h: 5.05 mm.,43.21,registado
1215,2,3,7,2026-05-26 19:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 33.55%. Precipitação acumulada 6h: 5.68 mm. Precipitação prevista 1h: 13.43 mm.,20.16,registado
1216,3,4,12,2026-05-26 19:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 56.57%. Precipitação acumulada 6h: 32.35 mm. Precipitação prevista 1h: 16.10 mm.,39.19,ativo
1217,2,1,2,2026-05-26 20:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 64.01%. Precipitação acumulada 6h: 32.68 mm. Precipitação prevista 1h: 5.31 mm.,39.94,registado
1218,1,3,8,2026-05-26 20:00:00,Alerta Verde na área Centro Urbano. Nível máximo de água: 34.19%. Precipitação acumulada 6h: 5.68 mm. Precipitação prevista 1h: 0.00 mm.,17.09,registado
1219,2,4,10,2026-05-26 20:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 55.80%. Precipitação acumulada 6h: 32.35 mm. Precipitação prevista 1h: 0.00 mm.,34.82,registado
1220,2,1,1,2026-05-26 21:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 44.30%. Precipitação acumulada 6h: 7.78 mm. Precipitação prevista 1h: 14.50 mm.,25.89,registado
1221,3,4,12,2026-05-26 21:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 56.17%. Precipitação acumulada 6h: 31.94 mm. Precipitação prevista 1h: 14.55 mm.,38.5,ativo
1222,2,4,11,2026-05-26 22:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 62.88%. Precipitação acumulada 6h: 35.03 mm. Precipitação prevista 1h: 5.14 mm.,40.09,registado
1223,2,1,3,2026-05-26 23:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 36.99%. Precipitação acumulada 6h: 7.71 mm. Precipitação prevista 1h: 12.25 mm.,22.02,registado
1224,2,2,6,2026-05-26 23:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 36.40%. Precipitação acumulada 6h: 4.18 mm. Precipitação prevista 1h: 17.64 mm.,22.04,registado
1225,1,3,8,2026-05-26 23:00:00,Alerta Verde na área Centro Urbano. Nível máximo de água: 41.31%. Precipitação acumulada 6h: 5.08 mm. Precipitação prevista 1h: 0.00 mm.,20.11,registado
1226,4,4,12,2026-05-26 23:00:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 53.92%. Precipitação acumulada 6h: 31.33 mm. Precipitação prevista 1h: 42.18 mm.,44.21,ativo
1227,2,2,5,2026-05-27 00:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 40.69%. Precipitação acumulada 6h: 2.71 mm. Precipitação prevista 1h: 11.74 mm.,22.06,registado
1228,2,4,12,2026-05-27 00:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 57.74%. Precipitação acumulada 6h: 30.70 mm. Precipitação prevista 1h: 0.00 mm.,35.19,registado
1229,4,2,6,2026-05-27 01:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 66.00%. Precipitação acumulada 6h: 42.38 mm. Precipitação prevista 1h: 50.18 mm.,54.96,ativo
1230,2,3,7,2026-05-27 01:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 31.25%. Precipitação acumulada 6h: 1.79 mm. Precipitação prevista 1h: 20.73 mm.,19.78,registado
1231,2,4,12,2026-05-27 01:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 56.05%. Precipitação acumulada 6h: 32.52 mm. Precipitação prevista 1h: 6.37 mm.,36.57,registado
1232,3,2,4,2026-05-27 02:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 70.83%. Precipitação acumulada 6h: 41.62 mm. Precipitação prevista 1h: 8.37 mm.,46.45,ativo
1233,1,3,9,2026-05-27 02:00:00,Alerta Verde na área Centro Urbano. Nível máximo de água: 34.78%. Precipitação acumulada 6h: 4.23 mm. Precipitação prevista 1h: 8.77 mm.,19.11,registado
1234,2,4,12,2026-05-27 02:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 59.51%. Precipitação acumulada 6h: 32.52 mm. Precipitação prevista 1h: 4.71 mm.,37.71,registado
1235,2,1,3,2026-05-27 03:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 40.16%. Precipitação acumulada 6h: 6.35 mm. Precipitação prevista 1h: 17.04 mm.,24.24,registado
1236,3,2,6,2026-05-27 03:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 69.63%. Precipitação acumulada 6h: 41.62 mm. Precipitação prevista 1h: 0.00 mm.,43.82,ativo
1237,1,3,7,2026-05-27 03:00:00,Alerta Verde na área Centro Urbano. Nível máximo de água: 34.40%. Precipitação acumulada 6h: 3.84 mm. Precipitação prevista 1h: 0.00 mm.,16.63,registado
1238,2,4,12,2026-05-27 03:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 55.70%. Precipitação acumulada 6h: 32.61 mm. Precipitação prevista 1h: 0.00 mm.,34.85,registado
1239,3,2,6,2026-05-27 04:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 66.52%. Precipitação acumulada 6h: 42.59 mm. Precipitação prevista 1h: 0.00 mm.,42.71,ativo
1240,2,3,8,2026-05-27 04:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 34.44%. Precipitação acumulada 6h: 5.17 mm. Precipitação prevista 1h: 17.72 mm.,21.48,registado
1241,3,2,4,2026-05-27 05:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 70.80%. Precipitação acumulada 6h: 41.26 mm. Precipitação prevista 1h: 1.71 mm.,44.67,ativo
1242,2,3,7,2026-05-27 05:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 32.62%. Precipitação acumulada 6h: 5.17 mm. Precipitação prevista 1h: 18.54 mm.,20.86,registado
1243,2,4,11,2026-05-27 05:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 28.78%. Precipitação acumulada 6h: 2.62 mm. Precipitação prevista 1h: 17.60 mm.,18.14,registado
1244,3,1,1,2026-05-27 06:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 38.74%. Precipitação acumulada 6h: 2.32 mm. Precipitação prevista 1h: 25.33 mm.,24.46,ativo
1245,3,2,5,2026-05-27 06:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 72.11%. Precipitação acumulada 6h: 41.26 mm. Precipitação prevista 1h: 0.00 mm.,44.83,ativo
1246,2,1,3,2026-05-27 07:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 41.09%. Precipitação acumulada 6h: 2.06 mm. Precipitação prevista 1h: 11.78 mm.,22.05,registado
1247,2,4,12,2026-05-27 08:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 29.30%. Precipitação acumulada 6h: 9.14 mm. Precipitação prevista 1h: 18.64 mm.,20.59,registado
1248,2,2,4,2026-05-27 09:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 39.16%. Precipitação acumulada 6h: 7.55 mm. Precipitação prevista 1h: 11.90 mm.,22.86,registado
1249,2,3,8,2026-05-27 09:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 36.31%. Precipitação acumulada 6h: 6.59 mm. Precipitação prevista 1h: 13.70 mm.,21.74,registado
1250,2,3,7,2026-05-27 10:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 38.13%. Precipitação acumulada 6h: 6.85 mm. Precipitação prevista 1h: 20.35 mm.,24.3,registado
1251,1,1,3,2026-05-27 11:00:00,Alerta Verde na área Zona Ribeirinha. Nível máximo de água: 43.98%. Precipitação acumulada 6h: 1.42 mm. Precipitação prevista 1h: 9.36 mm.,22.56,registado
1252,2,2,6,2026-05-27 11:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 37.69%. Precipitação acumulada 6h: 6.44 mm. Precipitação prevista 1h: 10.41 mm.,21.49,registado
1253,2,4,10,2026-05-27 11:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 33.95%. Precipitação acumulada 6h: 10.73 mm. Precipitação prevista 1h: 12.96 mm.,21.74,registado
1254,1,2,4,2026-05-27 12:00:00,Alerta Verde na área Passagem Inferior. Nível máximo de água: 43.82%. Precipitação acumulada 6h: 8.47 mm. Precipitação prevista 1h: 0.00 mm.,22.26,registado
1255,2,4,10,2026-05-27 12:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 33.04%. Precipitação acumulada 6h: 8.88 mm. Precipitação prevista 1h: 19.67 mm.,22.45,registado
1256,2,1,1,2026-05-27 13:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 43.90%. Precipitação acumulada 6h: 2.78 mm. Precipitação prevista 1h: 15.74 mm.,24.52,registado
1257,2,1,2,2026-05-27 14:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 44.81%. Precipitação acumulada 6h: 4.98 mm. Precipitação prevista 1h: 17.36 mm.,26,registado
1258,2,2,4,2026-05-27 14:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 38.31%. Precipitação acumulada 6h: 6.22 mm. Precipitação prevista 1h: 14.04 mm.,22.62,registado
1259,2,3,8,2026-05-27 14:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 33.54%. Precipitação acumulada 6h: 6.33 mm. Precipitação prevista 1h: 13.38 mm.,20.34,registado
1260,2,4,10,2026-05-27 14:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 32.61%. Precipitação acumulada 6h: 4.79 mm. Precipitação prevista 1h: 15.66 mm.,20.03,registado
1261,2,3,9,2026-05-27 15:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 31.95%. Precipitação acumulada 6h: 6.71 mm. Precipitação prevista 1h: 10.17 mm.,18.93,registado
1262,2,3,9,2026-05-27 16:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 32.92%. Precipitação acumulada 6h: 5.12 mm. Precipitação prevista 1h: 10.91 mm.,19.08,registado
1263,2,4,11,2026-05-27 16:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 30.58%. Precipitação acumulada 6h: 5.30 mm. Precipitação prevista 1h: 19.34 mm.,20.19,registado
1264,2,1,1,2026-05-27 17:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 42.87%. Precipitação acumulada 6h: 7.97 mm. Precipitação prevista 1h: 16.50 mm.,25.81,registado
1265,2,2,6,2026-05-27 17:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 39.29%. Precipitação acumulada 6h: 4.14 mm. Precipitação prevista 1h: 12.25 mm.,21.99,registado
1266,3,4,11,2026-05-27 17:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 32.91%. Precipitação acumulada 6h: 5.45 mm. Precipitação prevista 1h: 22.65 mm.,22.11,ativo
1267,2,4,10,2026-05-27 18:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 32.72%. Precipitação acumulada 6h: 6.68 mm. Precipitação prevista 1h: 15.58 mm.,20.62,registado
1268,2,4,11,2026-05-27 19:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 39.12%. Precipitação acumulada 6h: 22.02 mm. Precipitação prevista 1h: 18.94 mm.,28.95,registado
1269,2,1,3,2026-05-27 20:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 44.41%. Precipitação acumulada 6h: 2.99 mm. Precipitação prevista 1h: 11.76 mm.,23.82,registado
1270,3,2,6,2026-05-27 20:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 68.83%. Precipitação acumulada 6h: 45.20 mm. Precipitação prevista 1h: 37.62 mm.,53.94,ativo
1271,3,4,11,2026-05-27 20:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 64.12%. Precipitação acumulada 6h: 53.39 mm. Precipitação prevista 1h: 39.66 mm.,54.79,ativo
1272,3,2,4,2026-05-27 21:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 80.69%. Precipitação acumulada 6h: 45.99 mm. Precipitação prevista 1h: 11.42 mm.,52.96,ativo
1273,3,4,11,2026-05-27 21:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 71.38%. Precipitação acumulada 6h: 54.15 mm. Precipitação prevista 1h: 14.62 mm.,52.02,ativo
1274,2,1,2,2026-05-27 22:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 37.57%. Precipitação acumulada 6h: 1.88 mm. Precipitação prevista 1h: 12.90 mm.,20.7,registado
1275,3,2,5,2026-05-27 22:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 71.88%. Precipitação acumulada 6h: 45.30 mm. Precipitação prevista 1h: 11.04 mm.,48.7,ativo
1276,2,3,7,2026-05-27 22:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 44.13%. Precipitação acumulada 6h: 9.90 mm. Precipitação prevista 1h: 11.64 mm.,25.74,registado
1277,3,4,12,2026-05-27 22:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 72.34%. Precipitação acumulada 6h: 53.82 mm. Precipitação prevista 1h: 15.35 mm.,52.54,ativo
1278,2,1,2,2026-05-27 23:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 36.44%. Precipitação acumulada 6h: 2.45 mm. Precipitação prevista 1h: 20.95 mm.,22.37,registado
1279,3,2,5,2026-05-27 23:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 77.41%. Precipitação acumulada 6h: 44.87 mm. Precipitação prevista 1h: 5.63 mm.,49.7,ativo
1280,3,4,10,2026-05-27 23:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 69.60%. Precipitação acumulada 6h: 52.11 mm. Precipitação prevista 1h: 0.00 mm.,46.95,ativo
1281,2,1,2,2026-05-28 00:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 39.20%. Precipitação acumulada 6h: 2.45 mm. Precipitação prevista 1h: 14.52 mm.,22.01,registado
1282,3,2,4,2026-05-28 00:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 80.53%. Precipitação acumulada 6h: 47.91 mm. Precipitação prevista 1h: 19.62 mm.,55.52,ativo
1283,4,3,9,2026-05-28 00:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 48.26%. Precipitação acumulada 6h: 23.96 mm. Precipitação prevista 1h: 41.95 mm.,39.39,ativo
1284,3,4,10,2026-05-28 00:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 69.03%. Precipitação acumulada 6h: 51.30 mm. Precipitação prevista 1h: 27.86 mm.,53.42,ativo
1285,3,1,1,2026-05-28 01:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 42.15%. Precipitação acumulada 6h: 4.78 mm. Precipitação prevista 1h: 26.38 mm.,27,ativo
1286,3,2,6,2026-05-28 01:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 78.58%. Precipitação acumulada 6h: 48.35 mm. Precipitação prevista 1h: 0.00 mm.,49.87,ativo
1287,4,3,8,2026-05-28 01:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 85.79%. Precipitação acumulada 6h: 75.98 mm. Precipitação prevista 1h: 63.76 mm.,76.4,ativo
1288,4,4,10,2026-05-28 01:00:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 96.21%. Precipitação acumulada 6h: 81.57 mm. Precipitação prevista 1h: 52.17 mm.,80.34,ativo
1289,2,1,3,2026-05-28 02:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 38.36%. Precipitação acumulada 6h: 4.78 mm. Precipitação prevista 1h: 18.79 mm.,23.39,registado
1290,4,3,7,2026-05-28 02:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 91.86%. Precipitação acumulada 6h: 75.67 mm. Precipitação prevista 1h: 0.73 mm.,64.22,ativo
1291,3,4,10,2026-05-28 02:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 74.99%. Precipitação acumulada 6h: 50.55 mm. Precipitação prevista 1h: 0.00 mm.,48.91,ativo
1292,2,1,1,2026-05-28 03:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 41.35%. Precipitação acumulada 6h: 8.11 mm. Precipitação prevista 1h: 12.51 mm.,24.17,registado
1293,2,2,4,2026-05-28 03:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 42.12%. Precipitação acumulada 6h: 5.06 mm. Precipitação prevista 1h: 12.28 mm.,23.54,registado
1294,4,3,9,2026-05-28 03:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 96.15%. Precipitação acumulada 6h: 74.37 mm. Precipitação prevista 1h: 21.90 mm.,71.05,ativo
1295,3,4,11,2026-05-28 03:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 73.02%. Precipitação acumulada 6h: 48.91 mm. Precipitação prevista 1h: 24.81 mm.,53.73,ativo
1296,2,2,5,2026-05-28 04:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 39.58%. Precipitação acumulada 6h: 7.50 mm. Precipitação prevista 1h: 13.84 mm.,23.52,registado
1297,4,3,9,2026-05-28 04:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 97.90%. Precipitação acumulada 6h: 75.25 mm. Precipitação prevista 1h: 0.00 mm.,66.63,ativo
1298,3,4,11,2026-05-28 04:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 74.78%. Precipitação acumulada 6h: 48.91 mm. Precipitação prevista 1h: 0.00 mm.,48.32,ativo
1299,4,3,9,2026-05-28 05:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 94.96%. Precipitação acumulada 6h: 75.25 mm. Precipitação prevista 1h: 0.00 mm.,65.31,ativo
1300,3,4,11,2026-05-28 05:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 69.97%. Precipitação acumulada 6h: 50.35 mm. Precipitação prevista 1h: 0.00 mm.,46.59,ativo
